Show,Season,Week_Number,Air_Date,Episode_Number,Episode_Type,Network_TV_Spend,Cable_TV_Spend,Digital_Spend,Impressions,True_Viewership,Revenue,Holiday,LeadIn_Bonus
Show3,4,4,2023-09-26,0,PreLaunch,16174.735744974849,6469.894297989939,19409.682893969817,70090522,143628.89530009995,102107.66285714286,0,0
Show3,4,5,2023-10-03,0,PreLaunch,15932.598610840523,6373.039444336209,19119.11833300863,69041260,155076.9089333461,109498.46857142856,0,0
Show3,4,6,2023-10-10,1,Premiere,18237.796285382206,7295.118514152882,21885.35554245865,79030451,167722.66853339292,115573.81142857144,0,0
Show3,4,7,2023-10-17,2,Regular,22884.85231914573,9153.940927658292,27461.82278297488,99167694,200860.0487676164,139966.4957142857,0,0
Show3,4,8,2023-10-24,3,Regular,19863.50007489185,7945.400029956741,23836.20008987022,86075167,211256.51990436175,150442.3114285714,0,0
Show3,4,9,2023-10-31,4,Regular,20328.66760171924,8131.467040687696,24394.401122063085,88090893,204836.60755927637,143675.91285714286,0,0
Show3,4,10,2023-11-07,5,Regular,18451.05031819068,7380.420127276272,22141.26038182881,79954551,204814.17461182683,148120.23857142858,0,0
Show3,4,11,2023-11-14,6,Regular,15739.652475969797,6295.860990387919,18887.58297116376,68205161,209756.7793943949,147654.7557142857,1,0
Show3,4,12,2023-11-21,7,Regular,18587.66952447754,7435.067809791016,22305.20342937305,80546568,205760.89966185347,144427.79142857142,0,0
Show3,4,13,2023-11-28,8,Regular,14648.766000131956,5859.506400052781,17578.519200158345,63477986,208084.587372686,145015.98714285714,0,0
Show3,4,14,2023-12-05,9,Regular,9765.131526541703,3906.052610616682,11718.157831850049,42315570,190270.6995789206,133443.57857142857,1,1
Show3,4,15,2023-12-12,10,Finale,10914.058194395817,4365.623277758326,13096.86983327498,47294253,169991.51811511032,118734.87714285716,0,0
Show3,5,1,2024-09-03,0,PreLaunch,4002.0915150992623,12006.274545297789,10005.228787748156,43355992,121366.30387018152,85815.81857142856,0,0
Show3,5,2,2024-09-10,0,PreLaunch,5426.216667398112,16278.650002194336,13565.54166849528,58784014,143845.03924609855,102067.69571428571,0,0
Show3,5,3,2024-09-17,0,PreLaunch,5261.4167208956,15784.2501626868,13153.541802239,56998681,141012.0592842313,97600.10142857142,0,0
Show3,5,4,2024-09-24,0,PreLaunch,6354.812287628422,19064.436862885264,15887.030719071056,68843800,159243.26387062803,109350.3857142857,0,0
Show3,5,5,2024-10-01,0,PreLaunch,7503.562342128897,22510.68702638669,18758.90585532225,81288592,182572.66101666863,124448.4542857143,0,0
Show3,5,6,2024-10-08,1,Premiere,8537.379081133668,25612.137243401,21343.447702834168,92488273,201995.3791813432,142422.88428571427,0,0
Show3,5,7,2024-10-15,2,Regular,7542.603079666477,22627.809238999434,18856.50769916619,81711533,210234.95986623564,144844.81,0,0
Show3,5,8,2024-10-22,3,Regular,8284.713226422044,24854.139679266133,20711.783066055108,89751060,228982.38575989957,155357.93,0,0
Show3,5,9,2024-10-29,4,Regular,7581.165976831076,22743.49793049323,18952.91494207769,82129298,214712.12477997743,151132.81285714285,0,0
Show3,5,10,2024-11-05,5,Regular,6866.941788313192,20600.825364939574,17167.35447078298,74391869,206537.94278127025,149725.55,0,0
Show3,5,11,2024-11-12,6,Regular,7923.67326386278,23771.019791588336,19809.183159656943,85839794,207314.36875601384,145107.47285714286,0,1
Show3,5,12,2024-11-19,7,Regular,6370.396965894463,19111.19089768339,15925.992414736158,69012634,204691.4880899822,145000.36142857143,0,0
Show3,5,13,2024-11-26,8,Regular,4815.431290468444,14446.293871405333,12038.578226171112,52167172,194627.9295257316,136398.81285714285,0,0
Show3,5,14,2024-12-03,9,Regular,5347.524218965605,16042.572656896811,13368.810547414012,57931513,201709.94919474915,140997.4942857143,0,0
Show3,5,15,2024-12-10,10,Finale,5195.209798719699,15585.629396159098,12988.02449679925,56281439,180330.79251714263,127888.93285714286,0,0
Show4,1,1,2020-09-09,0,PreLaunch,6619.479156330688,16548.697890826723,19858.437468992062,68401284,60448.04072786218,42138.16285714286,0,0
Show4,1,2,2020-09-16,0,PreLaunch,4543.194661096064,11357.98665274016,13629.583983288192,46946345,70112.47831733277,49266.21,0,0
Show4,1,3,2020-09-23,0,PreLaunch,4486.003937077338,11215.009842693344,13458.011811232018,46355375,86233.59034864263,60640.92428571428,0,0
Show4,1,4,2020-09-30,0,PreLaunch,4587.242396454553,11468.105991136385,13761.72718936366,47401505,101465.74482555248,70348.13857142857,0,0
Show4,1,5,2020-10-07,0,PreLaunch,3185.941897502132,7964.854743755331,9557.825692506396,32921399,75489.10990055448,53591.26142857143,0,0
Show4,1,6,2020-10-14,1,Premiere,3580.7380896501354,8951.845224125338,10742.214268950407,37000960,75490.874289023,52711.53285714285,0,1
Show4,1,7,2020-10-21,2,Regular,3463.275231459429,8658.188078648574,10389.825694378287,35787178,85671.97430016202,59322.92,0,0
Show4,1,8,2020-10-28,3,Regular,2721.920858526576,6804.802146316439,8165.762575579725,28126516,78546.57545195674,55404.01285714286,0,0
Show4,1,9,2020-11-04,4,Regular,2769.132222239927,6922.830555599818,8307.39666671978,28614367,84281.27524966004,58239.65285714286,0,0
Show4,1,10,2020-11-11,5,Regular,1737.959826839381,4344.899567098453,5213.879480518144,17958918,68257.91662462006,47799.77714285714,0,0
Show4,1,11,2020-11-18,6,Regular,2308.01460651404,5770.036516285099,6924.043819542118,23849484,60007.23146141858,41999.59,0,0
Show4,1,12,2020-11-25,7,Regular,3550.850173421063,8877.125433552657,10652.55052026319,36692119,72164.68726818587,51298.91428571429,0,0
Show4,1,13,2020-12-02,8,Regular,4126.045071359428,10315.11267839857,12378.135214078286,42635798,82604.57080575776,58215.32142857143,1,0
Show4,1,14,2020-12-09,9,Regular,6730.180825846161,16825.4520646154,20190.542477538485,69545201,100066.8073573635,70021.72142857143,0,0
Show4,1,15,2020-12-16,10,Finale,5876.474483684137,14691.186209210342,17629.42345105241,60723569,105826.88075115604,74944.23285714285,0,0
Show4,2,1,2021-09-08,0,PreLaunch,17207.919923945425,5735.97330798181,14339.933269954525,65963693,56479.043069007406,40320.50571428571,0,0
Show4,2,2,2021-09-15,0,PreLaunch,16281.547356352645,5427.182452117549,13567.956130293873,62412598,71205.88036598332,50241.31,0,0
Show4,2,3,2021-09-22,0,PreLaunch,16181.22936596494,5393.743121988312,13484.35780497078,62028046,85045.46557553558,59540.63,0,0
Show4,2,4,2021-09-29,0,PreLaunch,10460.482658202256,3486.8275527340857,8717.068881835214,40098517,80773.41874592124,55481.77857142857,0,0
Show4,2,5,2021-10-06,0,PreLaunch,11482.111287930817,3827.370429310272,9568.42607327568,44014760,77536.3430773182,53449.59,1,0
Show4,2,6,2021-10-13,1,Premiere,10296.23971990586,3432.079906635287,8580.199766588217,39468919,80018.6986366507,55768.85285714285,0,0
Show4,2,7,2021-10-20,2,Regular,8696.402372203762,2898.800790734587,7247.001976836467,33336210,85412.35907505102,59268.05285714286,0,0
Show4,2,8,2021-10-27,3,Regular,9415.893126836943,3138.6310422789816,7846.577605697453,36094257,70574.51916170956,49270.21,0,0
Show4,2,9,2021-11-03,4,Regular,8523.499888443543,2841.1666294811807,7102.916573702952,32673416,77443.26987365073,54254.16,0,0
Show4,2,10,2021-11-10,5,Regular,7251.261266191787,2417.087088730596,6042.71772182649,27796502,68956.22816901549,48634.61571428571,0,0
Show4,2,11,2021-11-17,6,Regular,7768.1330369923,2589.377678997433,6473.444197493584,29777843,70536.96352064765,49326.147142857146,0,0
Show4,2,12,2021-11-24,7,Regular,10507.478712001075,3502.4929040003585,8756.232260000897,40278668,82473.62530871613,58132.77285714285,0,0
Show4,2,13,2021-12-01,8,Regular,14303.403102569626,4767.801034189874,11919.502585474687,54829712,82931.67325975826,58105.64142857143,0,1
Show4,2,14,2021-12-08,9,Regular,18506.41252791868,6168.80417597289,15422.010439932228,70941247,95330.42239095732,64848.07571428572,0,0
Show4,2,15,2021-12-15,10,Finale,23834.09173607044,7944.697245356813,19861.743113392036,91364018,105352.25849886604,72756.97,0,0
Show4,3,1,2022-09-07,0,PreLaunch,5257.310700703891,15771.932102111672,13143.276751759726,56954199,59085.37611749714,41274.62857142858,0,0
Show4,3,2,2022-09-14,0,PreLaunch,6499.839307851572,19499.51792355472,16249.59826962893,70414926,84655.27186206584,58234.62,0,0
Show4,3,3,2022-09-21,0,PreLaunch,3794.015751653678,11382.047254961037,9485.039379134194,41101837,96768.39103447448,68318.41571428571,0,0
Show4,3,4,2022-09-28,0,PreLaunch,4009.630354164084,12028.891062492252,10024.075885410208,43437662,81473.55919139643,58278.648571428566,0,0
Show4,3,5,2022-10-05,0,PreLaunch,3630.2801850804262,10890.84055524128,9075.700462701065,39328035,84505.4995970869,60183.77,0,0
Show4,3,6,2022-10-12,1,Premiere,3524.911497509154,10574.734492527465,8812.278743772886,38186541,83713.73520063634,58420.93428571429,0,0
Show4,3,7,2022-10-19,2,Regular,3014.132297200523,9042.39689160157,7535.330743001308,32653100,89471.83739731259,63964.06571428572,0,0
Show4,3,8,2022-10-26,3,Regular,2937.563324892817,8812.689974678451,7343.9083122320435,31823602,74763.98575275415,52445.94,0,0
Show4,3,9,2022-11-02,4,Regular,2648.3783110593254,7945.134933177976,6620.945777648312,28690765,73980.98221119867,51537.30857142857,0,0
Show4,3,10,2022-11-09,5,Regular,2419.877633928631,7259.632901785894,6049.694084821579,26215341,72822.74929239873,50529.22714285715,0,0
Show4,3,11,2022-11-16,6,Regular,2789.8976820911207,8369.693046273362,6974.744205227801,30223891,69767.89771963752,48626.50142857143,0,0
Show4,3,12,2022-11-23,7,Regular,3772.912784172981,11318.738352518943,9432.281960432452,40873222,71083.5238632561,49482.537142857145,0,0
Show4,3,13,2022-11-30,8,Regular,4387.628333662834,13162.885000988505,10969.070834157086,47532640,83286.80524383883,58442.69857142858,0,0
Show4,3,14,2022-12-07,9,Regular,6306.19707078638,18918.591212359144,15765.49267696595,68317135,106877.14757388864,74985.62,0,0
Show4,3,15,2022-12-14,10,Finale,7067.862528601103,21203.587585803318,17669.65632150276,76568510,108211.08622783468,75751.05714285714,0,0
Show4,4,1,2023-09-06,0,PreLaunch,19463.151813910128,16219.293178258438,6487.717271303375,84340324,56204.53827047737,39588.75571428571,0,0
Show4,4,2,2023-09-13,0,PreLaunch,17083.332067377236,14236.110056147696,5694.444022459079,74027772,69028.91230711395,49142.12857142858,0,0
Show4,4,3,2023-09-20,0,PreLaunch,12970.421341695928,10808.684451413272,4323.4737805653085,56205159,89344.54775808343,63389.55857142857,0,0
Show4,4,4,2023-09-27,0,PreLaunch,11530.064586616558,9608.3871555138,3843.35486220552,49963613,72246.04204639535,49499.45,0,0
Show4,4,5,2023-10-04,0,PreLaunch,11054.359136698213,9211.965947248513,3684.786378899404,47902223,80186.62712955054,54082.735714285714,0,0
Show4,4,6,2023-10-11,1,Premiere,10913.523701588709,9094.603084657256,3637.841233862902,47291936,87645.06341872983,62170.43,0,0
Show4,4,7,2023-10-18,2,Regular,9622.702034391714,8018.918361993096,3207.567344797238,41698375,94157.03505987609,64622.91142857143,0,0
Show4,4,8,2023-10-25,3,Regular,9105.594644977904,7587.995537481586,3035.198214992635,39457577,80267.82188715565,56007.06142857143,0,0
Show4,4,9,2023-11-01,4,Regular,9424.905662908895,7854.088052424081,3141.635220969632,40841258,76032.91257426048,52333.36714285715,0,0
Show4,4,10,2023-11-08,5,Regular,7257.9306428980735,6048.275535748396,2419.310214299358,31451033,88585.59769112451,60413.62285714286,0,0
Show4,4,11,2023-11-15,6,Regular,8136.3322654740305,6780.276887895025,2712.11075515801,35257440,63341.7145372752,44682.17142857143,0,0
Show4,4,12,2023-11-22,7,Regular,10707.603744125814,8923.003120104846,3569.2012480419385,46399616,62099.02481089114,43940.74571428571,0,1
Show4,4,13,2023-11-29,8,Regular,13834.99372686436,11529.161439053632,4611.664575621454,59951640,90498.88542529353,62827.48428571429,0,0
Show4,4,14,2023-12-06,9,Regular,19264.305535949195,16053.587946624331,6421.435178649733,83478657,103103.33154387558,69500.88142857143,0,0
Show4,4,15,2023-12-13,10,Finale,22269.42791791824,18557.8565982652,7423.142639306077,96500854,120773.35704979442,83881.63285714286,0,1
Show4,5,1,2024-09-04,0,PreLaunch,6488.105781600382,16220.264454000957,19464.317344801148,67043759,63257.23077237582,44527.90571428572,1,0
Show4,5,2,2024-09-11,0,PreLaunch,6056.5065038326775,15141.266259581693,18169.51951149803,62583902,79874.29593684271,54730.73714285714,0,0
Show4,5,3,2024-09-18,0,PreLaunch,4724.187525341157,11810.468813352894,14172.562576023474,48816605,80261.31939940153,56330.09,0,0
Show4,5,4,2024-09-25,0,PreLaunch,4349.080852598664,10872.70213149666,13047.242557795991,44940502,77194.2674421235,54024.16857142857,0,0
Show4,5,5,2024-10-02,0,PreLaunch,3322.194254882244,8305.48563720561,9966.582764646731,34329341,88187.61287365065,62242.19285714285,0,0
Show4,5,6,2024-10-09,1,Premiere,3539.714177996037,8849.285444990093,10619.142533988112,36577047,85164.32242038574,59716.86571428571,1,0
Show4,5,7,2024-10-16,2,Regular,3172.4540182389587,7931.135045597396,9517.362054716878,32782025,76907.7896202755,53087.08714285714,1,0
Show4,5,8,2024-10-23,3,Regular,3029.098789497816,7572.74697374454,9087.296368493446,31300687,88207.71273938128,62800.86714285715,0,0
Show4,5,9,2024-10-30,4,Regular,2951.508028514569,7378.7700712864225,8854.524085543706,30498916,65311.78748371873,45614.712857142855,0,0
Show4,5,10,2024-11-06,5,Regular,2361.0289671685355,5902.5724179213385,7083.086901505607,24397300,57592.32071697819,40298.898571428566,0,0
Show4,5,11,2024-11-13,6,Regular,3109.47101374769,7773.677534369225,9328.41304124307,32131200,64649.82273747782,44651.52,0,0
Show4,5,12,2024-11-20,7,Regular,3276.37938245368,8190.948456134201,9829.13814736104,33855920,70866.58052352171,49292.467142857146,0,0
Show4,5,13,2024-11-27,8,Regular,4141.882511114355,10354.706277785886,12425.647533343066,42799454,78732.59871438231,54416.19142857143,0,0
Show4,5,14,2024-12-04,9,Regular,6455.764148239324,16139.41037059831,19367.292444717976,66709563,92498.9297051378,64589.27714285714,0,0
Show4,5,15,2024-12-11,10,Finale,7399.997275860298,18499.993189650748,22199.991827580896,76466638,113947.14398008004,81713.44428571429,0,0
Show5,1,1,2023-06-08,0,PreLaunch,19123.41567069388,6374.471890231293,15936.179725578231,73306427,48725.27507145634,33439.23,0,0
Show5,1,2,2023-06-15,0,PreLaunch,17081.26956846045,5693.75652282015,14234.391307050377,65478200,83004.9183770794,56764.107142857145,0,0
Show5,1,3,2023-06-22,0,PreLaunch,14125.536706973651,4708.512235657884,11771.280589144708,54147891,80687.01333940298,57667.95285714285,0,0
Show5,1,4,2023-06-29,0,PreLaunch,11118.353589113734,3706.1178630379113,9265.29465759478,42620356,91459.99773920394,63830.55142857142,0,0
Show5,1,5,2023-07-06,0,PreLaunch,10363.684688427831,3454.561562809278,8636.403907023194,39727458,86644.2234555407,60071.24285714286,0,0
Show5,1,6,2023-07-13,1,Premiere,9589.2050967304,3196.401698910133,7991.004247275333,36758619,86964.82262240148,61779.72714285715,0,0
Show5,1,7,2023-07-20,2,Regular,10583.151171509977,3527.717057169991,8819.292642924978,40568746,89077.69985306803,61814.92142857143,0,0
Show5,1,8,2023-07-27,3,Regular,8867.648356648075,2955.8827855493587,7389.706963873396,33992652,86581.3854772951,62187.95428571429,0,0
Show5,1,9,2023-08-03,4,Regular,7667.263056966258,2555.7543523220857,6389.385880805216,29391175,85025.49604749122,60094.25714285714,0,0
Show5,1,10,2023-08-10,5,Regular,7466.359493581976,2488.786497860659,6221.966244651647,28621044,87525.73417212666,60840.96571428572,0,0
Show5,1,11,2023-08-17,6,Regular,8032.832836155481,2677.6109453851604,6694.027363462902,30792526,78523.70824223457,56660.59428571428,0,0
Show5,1,12,2023-08-24,7,Regular,10312.501024435656,3437.5003414785524,8593.750853696381,39531254,84893.76151822784,58911.41857142857,0,0
Show5,1,13,2023-08-31,8,Regular,12980.002583413192,4326.667527804397,10816.668819510993,49756677,85371.40115048506,60393.51857142857,1,0
Show5,1,14,2023-09-07,9,Regular,17780.11423137525,5926.704743791749,14816.761859479371,68157104,108988.19180393484,76617.92714285714,0,0
Show5,1,15,2023-09-14,10,Finale,21075.359803423657,7025.119934474553,17562.79983618638,80788880,109587.98441051792,78138.14142857143,0,0
Show5,2,1,2024-06-06,0,PreLaunch,5695.834094777322,14239.585236943309,17087.502284331964,58856952,74030.18246146296,52977.11714285715,0,0
Show5,2,2,2024-06-13,0,PreLaunch,5104.80090770447,12762.002269261173,15314.40272311341,52749610,76552.8908657912,53611.52428571428,0,0
Show5,2,3,2024-06-20,0,PreLaunch,4823.680684754314,12059.201711885788,14471.042054262944,49844700,76071.70515903152,52677.055714285714,0,0
Show5,2,4,2024-06-27,0,PreLaunch,3481.8513752475183,8704.628438118796,10445.554125742554,35979131,85985.5149437143,60585.37,0,0
Show5,2,5,2024-07-04,0,PreLaunch,2946.0124202137526,7365.031050534381,8838.037260641258,30442128,76610.80487177153,53108.36,0,0
Show5,2,6,2024-07-11,1,Premiere,3182.2476955705934,7955.619238926483,9546.74308671178,32883226,86592.87708264825,62358.46428571428,0,0
Show5,2,7,2024-07-18,2,Regular,3145.6777012354773,7864.1942530886945,9437.033103706432,32505337,75216.17069817605,52754.01571428571,0,0
Show5,2,8,2024-07-25,3,Regular,3093.272269679401,7733.180674198504,9279.816809038202,31963813,75987.61468403663,52913.73142857143,0,0
Show5,2,9,2024-08-01,4,Regular,3196.7063747216607,7991.765936804152,9590.119124164985,33032633,65811.67080332982,46189.71142857143,0,0
Show5,2,10,2024-08-08,5,Regular,2791.969617394805,6979.9240434870135,8375.908852184415,28850353,73994.5280762661,50799.37,0,0
Show5,2,11,2024-08-15,6,Regular,2530.301520866547,6325.753802166369,7590.904562599642,26146450,57209.36069072247,39490.69857142858,0,0
Show5,2,12,2024-08-22,7,Regular,3635.929809978306,9089.824524945763,10907.789429934915,37571274,67358.15040872559,47959.28142857143,0,0
Show5,2,13,2024-08-29,8,Regular,4241.664728099318,10604.161820248297,12724.99418429796,43830536,90204.53843042198,62550.62857142858,0,0
Show5,2,14,2024-09-05,9,Regular,5775.003114175832,14437.50778543958,17325.009342527497,59675032,103275.46846674565,71211.62571428572,0,0
Show5,2,15,2024-09-12,10,Finale,6659.2055047404765,16648.01376185119,19977.616514221427,68811791,114564.1262092001,80809.7,0,0
Show6,1,1,2023-06-09,0,PreLaunch,11060.055600362237,13272.066720434685,4424.022240144896,56774951,85140.95018240494,60608.18428571429,0,0
Show6,1,2,2023-06-16,0,PreLaunch,11465.961320559596,13759.153584671516,4586.384528223838,58858602,106133.90822562562,75056.78857142858,0,0
Show6,1,3,2023-06-23,0,PreLaunch,15027.637877487388,18033.165452984867,6011.055150994956,77141874,127453.4888838858,90486.94,1,0
Show6,1,4,2023-06-30,0,PreLaunch,18534.75896732557,22241.710760790687,7413.903586930229,95145097,145055.7143993102,100441.22571428573,0,0
Show6,1,5,2023-07-07,0,PreLaunch,17662.928306327038,21195.513967592447,7065.171322530814,90669698,180362.8431053211,123689.57142857143,1,0
Show6,1,6,2023-07-14,1,Premiere,20431.933739837204,24518.320487804645,8172.773495934882,104883926,196189.2721527496,140277.9457142857,1,0
Show6,1,7,2023-07-21,2,Regular,22907.451410809525,27488.941692971428,9162.98056432381,117591584,210601.2556282745,146741.31142857144,0,0
Show6,1,8,2023-07-28,3,Regular,20568.813274530352,24682.57592943642,8227.525309812141,105586575,220945.72254477785,154107.80142857143,0,0
Show6,1,9,2023-08-04,4,Regular,20343.857489316644,24412.628987179975,8137.542995726659,104431802,228048.21471163823,162662.67285714284,0,0
Show6,1,10,2023-08-11,5,Regular,18390.475838170645,22068.571005804773,7356.1903352682575,94404442,210322.8057312485,148395.84285714285,0,0
Show6,1,11,2023-08-18,6,Regular,17001.18934959752,20401.427219517027,6800.475739839008,87272772,218105.6812041096,153668.2942857143,0,0
Show6,1,12,2023-08-25,7,Regular,14122.944208384492,16947.53305006139,5649.177683353796,72497780,202870.72166462988,146401.66142857142,0,0
Show6,1,13,2023-09-01,8,Regular,13809.274219642422,16571.12906357091,5523.709687856969,70887608,191661.481894758,132929.66142857142,0,0
Show6,1,14,2023-09-08,9,Regular,12854.691785198507,15425.630142238211,5141.876714079403,65987418,187896.4675585265,133270.9057142857,0,0
Show6,1,15,2023-09-15,10,Finale,12269.08243692326,14722.898924307912,4907.632974769304,62981290,194936.5208097748,136566.70428571428,0,1
Show6,2,1,2024-06-07,0,PreLaunch,14090.491062109551,4696.830354036518,11742.075885091295,54013549,93904.53212903682,65985.39285714286,0,0
Show6,2,2,2024-06-14,0,PreLaunch,18229.773686267337,6076.591228755779,15191.478071889447,69880799,101769.8211287864,72794.39428571428,0,0
Show6,2,3,2024-06-21,0,PreLaunch,15827.4041779062,5275.801392635401,13189.5034815885,60671716,121757.179744626,85848.35285714285,1,0
Show6,2,4,2024-06-28,0,PreLaunch,20968.046942247023,6989.348980749007,17473.372451872518,80377513,145901.20825761062,102916.22571428573,0,0
Show6,2,5,2024-07-05,0,PreLaunch,21821.44715515361,7273.815718384535,18184.539295961345,83648880,158740.68312377032,112820.9842857143,0,0
Show6,2,6,2024-07-12,1,Premiere,28733.10691401308,9577.702304671027,23944.25576167757,110143577,178400.53790033868,124229.29857142856,0,0
Show6,2,7,2024-07-19,2,Regular,23635.804409086755,7878.601469695584,19696.50367423896,90603917,183482.9885678352,126898.28571428572,0,0
Show6,2,8,2024-07-26,3,Regular,23555.000977249438,7851.666992416477,19629.167481041197,90294170,200903.4969089785,138533.38999999998,0,0
Show6,2,9,2024-08-02,4,Regular,22446.34817312346,7482.116057707819,18705.290144269547,86044334,202690.60079700223,137897.8,0,0
Show6,2,10,2024-08-09,5,Regular,17359.576770908996,5786.525590302999,14466.3139757575,66545044,199514.78682421072,143762.78857142857,0,0
Show6,2,11,2024-08-16,6,Regular,19141.841894971523,6380.613964990509,15951.53491247627,73377061,196448.9064209224,135346.9942857143,0,0
Show6,2,12,2024-08-23,7,Regular,16973.021642044227,5657.673880681409,14144.184701703522,65063250,194450.30360826364,135684.98428571428,1,0
Show6,2,13,2024-08-30,8,Regular,16779.222381725976,5593.074127241993,13982.68531810498,64320352,179217.47394129884,124956.13428571427,0,0
Show6,2,14,2024-09-06,9,Regular,15196.049597060315,5065.349865686772,12663.37466421693,58251524,186611.57232143093,131201.75714285715,0,0
Show6,2,15,2024-09-13,10,Finale,15269.362507563284,5089.787502521095,12724.468756302736,58532557,174484.1055304852,123562.20571428572,0,0
Show7,1,1,2024-01-13,0,PreLaunch,6570.25430291163,19710.762908734887,16425.635757279077,71177755,52151.5908338691,36954.86428571429,0,0
Show7,1,2,2024-01-20,0,PreLaunch,5048.087327323713,15144.261981971138,12620.218318309282,54687612,47908.91862529181,33256.897142857146,0,0
Show7,1,3,2024-01-27,0,PreLaunch,4290.747369221489,12872.242107664468,10726.86842305372,46483096,71009.2501767746,49587.80285714286,0,0
Show7,1,4,2024-02-03,0,PreLaunch,4271.709948399077,12815.12984519723,10679.274870997691,46276858,63792.44646823982,44834.97714285715,0,0
Show7,1,5,2024-02-10,0,PreLaunch,2975.9200433072083,8927.760129921624,7439.800108268021,32239133,52146.56043248304,36372.90857142857,0,0
Show7,1,6,2024-02-17,1,Premiere,4056.5001482929215,12169.500444878764,10141.250370732305,43945418,56677.64405912767,40585.357142857145,0,0
Show7,1,7,2024-02-24,2,Regular,3593.391467374699,10780.1744021241,8983.478668436748,38928408,57137.43134870921,40276.73285714286,0,0
Show7,1,8,2024-03-02,3,Regular,2859.2473043685886,8577.741913105765,7148.118260921471,30975179,57505.37544928839,40676.357142857145,0,0
Show7,1,9,2024-03-09,4,Regular,2308.4839526103983,6925.451857831195,5771.209881525996,25008577,51827.60481691603,36622.87857142857,0,0
Show7,1,10,2024-03-16,5,Regular,2919.5671819282493,8758.701545784746,7298.917954820622,31628644,43657.00462397286,31072.207142857143,0,0
Show7,1,11,2024-03-23,6,Regular,2541.9754683636124,7625.926405090838,6354.938670909031,27538068,45117.21119640373,31663.72,0,0
Show7,1,12,2024-03-30,7,Regular,4093.775942218904,12281.32782665671,10234.439855547258,44349240,68328.9806778303,46944.17428571428,1,0
Show7,1,13,2024-04-06,8,Regular,3962.626960854084,11887.880882562256,9906.567402135212,42928459,69607.29045414222,49003.31571428572,0,0
Show7,1,14,2024-04-13,9,Regular,5438.933022433889,16316.799067301668,13597.33255608472,58921775,72535.0686321157,50302.08571428571,0,0
Show7,1,15,2024-04-20,10,Finale,6860.738536949611,20582.21561084883,17151.84634237403,74324667,86921.25385694577,60385.397142857146,0,1
Show7,2,1,2025-01-11,0,PreLaunch,6028.188356258846,15070.470890647117,18084.565068776534,62291280,33433.631825820514,23599.58571428572,0,0
Show7,2,2,2025-01-18,0,PreLaunch,5116.036354564691,12790.090886411726,15348.109063694072,52865709,52282.72838341385,37245.31857142857,0,0
Show7,2,3,2025-01-25,0,PreLaunch,5007.914968106677,12519.787420266695,15023.744904320034,51748455,50688.93583365644,35493.037142857145,1,0
Show7,2,4,2025-02-01,0,PreLaunch,3636.754539465658,9091.886348664146,10910.263618396972,37579798,55145.25802231515,38771.98714285714,0,0
Show7,2,5,2025-02-08,0,PreLaunch,3379.7556051355564,8449.389012838892,10139.266815406669,34924141,43138.70547083635,30931.407142857144,0,0
Show7,2,6,2025-02-15,1,Premiere,3469.815645158366,8674.539112895915,10409.446935475096,35854762,57290.0648020176,40240.97285714286,0,0
Show7,2,7,2025-02-22,2,Regular,3379.641053804597,8449.102634511493,10138.923161413792,34922957,58232.69193310871,42277.91428571429,0,0
Show7,2,8,2025-03-01,3,Regular,3213.4844634266665,8033.711158566666,9640.45339028,33206005,48754.93538822301,34404.16857142857,0,0
Show7,2,9,2025-03-08,4,Regular,2472.4211315594507,6181.052828898626,7417.263394678352,25548352,58555.95472734678,39958.13714285714,0,0
Show7,2,10,2025-03-15,5,Regular,2176.9420703822684,5442.355175955671,6530.826211146806,22495067,33952.042899766864,24022.204285714284,0,0
Show7,2,11,2025-03-22,6,Regular,2899.9740399167595,7249.935099791897,8699.922119750277,29966398,33054.48665487355,23264.13,0,0
Show7,2,12,2025-03-29,7,Regular,3763.91439007828,9409.785975195698,11291.74317023484,38893782,50241.07325566204,35816.73714285714,0,0
Show7,2,13,2025-04-05,8,Regular,4361.427775623339,10903.569439058349,13084.283326870018,45068087,62845.61266820561,44414.99428571429,0,0
Show7,2,14,2025-04-12,9,Regular,6683.166500123744,16707.91625030936,20049.49950037124,69059388,85379.58339979702,59647.49571428571,0,0
Show7,2,15,2025-04-19,10,Finale,6936.462606372246,17341.156515930616,20809.38781911674,71676780,83617.62341822076,57508.607142857145,0,0
Show8,1,1,2024-01-14,0,PreLaunch,6707.578310438295,16768.945776095738,20122.734931314884,69311643,136214.92360138832,95065.72571428573,0,0
Show8,1,2,2024-01-21,0,PreLaunch,5393.313472183987,13483.283680459968,16179.940416551965,55730905,144157.86146438058,99684.41142857145,0,0
Show8,1,3,2024-01-28,0,PreLaunch,5685.781164587223,14214.452911468055,17057.34349376167,58753072,155882.81156083493,108213.03142857144,0,0
Show8,1,4,2024-02-04,0,PreLaunch,4786.103057280448,11965.25764320112,14358.309171841343,49456398,166725.71325950426,117689.31142857144,0,0
Show8,1,5,2024-02-11,0,PreLaunch,3343.212291950032,8358.03072987508,10029.636875850094,34546527,159043.3800064257,113986.23857142858,0,0
Show8,1,6,2024-02-18,1,Premiere,3761.681468898636,9404.20367224659,11285.044406695906,38870708,141823.08729594722,99835.89714285715,0,0
Show8,1,7,2024-02-25,2,Regular,3421.727983795226,8554.319959488066,10265.18395138568,35357856,160946.1636452735,110737.58714285714,0,0
