Show,Season,Week_Number,Network_TV_Spend,Cable_TV_Spend,Digital_Spend,Model_2_Split
Show5,1,3,14125.536706973651,4708.512235657884,11771.280589144708,Training: Earlier Complete Seasons
Show5,1,4,11118.353589113734,3706.1178630379113,9265.29465759478,Training: Earlier Complete Seasons
Show5,1,5,10363.684688427831,3454.561562809278,8636.403907023194,Training: Earlier Complete Seasons
Show5,1,6,9589.2050967304,3196.401698910133,7991.004247275333,Training: Earlier Complete Seasons
Show5,1,7,10583.151171509977,3527.717057169991,8819.292642924978,Training: Earlier Complete Seasons
Show5,1,8,8867.648356648075,2955.8827855493587,7389.706963873396,Training: Earlier Complete Seasons
Show5,1,9,7667.263056966258,2555.7543523220857,6389.385880805216,Training: Earlier Complete Seasons
Show5,1,10,7466.359493581976,2488.786497860659,6221.966244651647,Training: Earlier Complete Seasons
Show5,1,11,8032.832836155481,2677.6109453851604,6694.027363462902,Training: Earlier Complete Seasons
Show5,1,12,10312.501024435656,3437.5003414785524,8593.750853696381,Training: Earlier Complete Seasons
Show5,1,13,12980.002583413192,4326.667527804397,10816.668819510993,Training: Earlier Complete Seasons
Show5,1,14,17780.11423137525,5926.704743791749,14816.761859479371,Training: Earlier Complete Seasons
Show5,1,15,21075.359803423657,7025.119934474553,17562.79983618638,Training: Earlier Complete Seasons
Show5,2,1,5695.834094777322,14239.585236943309,17087.502284331964,Test: Latest Season
Show5,2,2,5104.80090770447,12762.002269261173,15314.40272311341,Test: Latest Season
Show5,2,3,4823.680684754314,12059.201711885788,14471.042054262944,Test: Latest Season
Show5,2,4,3481.8513752475183,8704.628438118796,10445.554125742554,Test: Latest Season
Show5,2,5,2946.0124202137526,7365.031050534381,8838.037260641258,Test: Latest Season
Show5,2,6,3182.2476955705934,7955.619238926483,9546.74308671178,Test: Latest Season
Show5,2,7,3145.6777012354773,7864.1942530886945,9437.033103706432,Test: Latest Season
Show5,2,8,3093.272269679401,7733.180674198504,9279.816809038202,Test: Latest Season
Show5,2,9,3196.7063747216607,7991.765936804152,9590.119124164985,Test: Latest Season
Show5,2,10,2791.969617394805,6979.9240434870135,8375.908852184415,Test: Latest Season
Show5,2,11,2530.301520866547,6325.753802166369,7590.904562599642,Test: Latest Season
Show5,2,12,3635.929809978306,9089.824524945763,10907.789429934915,Test: Latest Season
Show5,2,13,4241.664728099318,10604.161820248297,12724.99418429796,Test: Latest Season
Show5,2,14,5775.003114175832,14437.50778543958,17325.009342527497,Test: Latest Season
Show5,2,15,6659.2055047404765,16648.01376185119,19977.616514221427,Test: Latest Season
Show6,1,1,11060.055600362237,13272.066720434685,4424.022240144896,Training: Earlier Complete Seasons
Show6,1,2,11465.961320559596,13759.153584671516,4586.384528223838,Training: Earlier Complete Seasons
Show6,1,3,15027.637877487388,18033.165452984867,6011.055150994956,Training: Earlier Complete Seasons
Show6,1,4,18534.75896732557,22241.710760790687,7413.903586930229,Training: Earlier Complete Seasons
Show6,1,5,17662.928306327038,21195.513967592447,7065.171322530814,Training: Earlier Complete Seasons
Show6,1,6,20431.933739837204,24518.320487804645,8172.773495934882,Training: Earlier Complete Seasons
Show6,1,7,22907.451410809525,27488.941692971428,9162.98056432381,Training: Earlier Complete Seasons
Show6,1,8,20568.813274530352,24682.57592943642,8227.525309812141,Training: Earlier Complete Seasons
Show6,1,9,20343.857489316644,24412.62898717997,8137.542995726659,Training: Earlier Complete Seasons
Show6,1,10,18390.475838170645,22068.571005804773,7356.1903352682575,Training: Earlier Complete Seasons
Show6,1,11,17001.18934959752,20401.427219517027,6800.475739839008,Training: Earlier Complete Seasons
Show6,1,12,14122.944208384492,16947.53305006139,5649.177683353796,Training: Earlier Complete Seasons
Show6,1,13,13809.274219642422,16571.12906357091,5523.709687856969,Training: Earlier Complete Seasons
Show6,1,14,12854.691785198507,15425.630142238211,5141.876714079403,Training: Earlier Complete Seasons
Show6,1,15,12269.08243692326,14722.898924307912,4907.632974769304,Training: Earlier Complete Seasons
Show6,2,1,14090.491062109551,4696.830354036518,11742.075885091295,Test: Latest Season
Show6,2,2,18229.773686267337,6076.591228755779,15191.478071889447,Test: Latest Season
Show6,2,3,15827.4041779062,5275.801392635401,13189.5034815885,Test: Latest Season
Show6,2,4,20968.046942247023,6989.348980749007,17473.372451872518,Test: Latest Season
Show6,2,5,21821.44715515361,7273.815718384535,18184.539295961345,Test: Latest Season
Show6,2,6,28733.10691401308,9577.702304671027,23944.25576167757,Test: Latest Season
Show6,2,7,23635.804409086755,7878.601469695584,19696.50367423896,Test: Latest Season
Show6,2,8,23555.00097724944,7851.666992416477,19629.1674810412,Test: Latest Season
Show6,2,9,22446.34817312346,7482.116057707819,18705.290144269547,Test: Latest Season
Show6,2,10,17359.576770908996,5786.525590302999,14466.3139757575,Test: Latest Season
Show6,2,11,19141.841894971523,6380.613964990509,15951.53491247627,Test: Latest Season
Show6,2,12,16973.021642044227,5657.673880681409,14144.184701703522,Test: Latest Season
Show6,2,13,16779.222381725976,5593.074127241993,13982.68531810498,Test: Latest Season
Show6,2,14,15196.049597060315,5065.349865686772,12663.37466421693,Test: Latest Season
Show6,2,15,15269.362507563284,5089.787502521095,12724.468756302736,Test: Latest Season
Show7,1,1,6570.25430291163,19710.762908734887,16425.635757279077,Training: Earlier Complete Seasons
Show7,1,2,5048.087327323713,15144.261981971138,12620.218318309282,Training: Earlier Complete Seasons
Show7,1,3,4290.747369221489,12872.242107664468,10726.86842305372,Training: Earlier Complete Seasons
Show7,1,4,4271.709948399077,12815.12984519723,10679.274870997691,Training: Earlier Complete Seasons
Show7,1,5,2975.9200433072083,8927.760129921624,7439.800108268021,Training: Earlier Complete Seasons
Show7,1,6,4056.5001482929215,12169.500444878764,10141.250370732305,Training: Earlier Complete Seasons
Show7,1,7,3593.391467374699,10780.1744021241,8983.478668436748,Training: Earlier Complete Seasons
Show7,1,8,2859.2473043685886,8577.741913105765,7148.118260921471,Training: Earlier Complete Seasons
Show7,1,9,2308.4839526103983,6925.451857831195,5771.209881525996,Training: Earlier Complete Seasons
Show7,1,10,2919.5671819282493,8758.701545784746,7298.917954820622,Training: Earlier Complete Seasons
Show7,1,11,2541.9754683636124,7625.926405090838,6354.938670909031,Training: Earlier Complete Seasons
Show7,1,12,4093.775942218904,12281.32782665671,10234.439855547258,Training: Earlier Complete Seasons
Show7,1,13,3962.626960854084,11887.880882562256,9906.567402135212,Training: Earlier Complete Seasons
Show7,1,14,5438.933022433889,16316.799067301668,13597.33255608472,Training: Earlier Complete Seasons
Show7,1,15,6860.738536949611,20582.21561084883,17151.84634237403,Training: Earlier Complete Seasons
Show7,2,1,6028.188356258846,15070.470890647117,18084.565068776534,Test: Latest Season
Show7,2,2,5116.036354564691,12790.090886411726,15348.109063694072,Test: Latest Season
Show7,2,3,5007.914968106677,12519.787420266695,15023.744904320034,Test: Latest Season
Show7,2,4,3636.754539465658,9091.886348664146,10910.263618396972,Test: Latest Season
Show7,2,5,3379.7556051355564,8449.389012838892,10139.266815406669,Test: Latest Season
Show7,2,6,3469.815645158366,8674.539112895915,10409.446935475096,Test: Latest Season
Show7,2,7,3379.641053804597,8449.102634511493,10138.923161413792,Test: Latest Season
Show7,2,8,3213.4844634266665,8033.711158566666,9640.45339028,Test: Latest Season
Show7,2,9,2472.4211315594507,6181.052828898626,7417.263394678352,Test: Latest Season
Show7,2,10,2176.9420703822684,5442.355175955671,6530.826211146806,Test: Latest Season
Show7,2,11,2899.9740399167595,7249.935099791897,8699.922119750277,Test: Latest Season
Show7,2,12,3763.91439007828,9409.785975195698,11291.74317023484,Test: Latest Season
Show7,2,13,4361.427775623339,10903.569439058349,13084.283326870018,Test: Latest Season
Show7,2,14,6683.166500123744,16707.91625030936,20049.49950037124,Test: Latest Season
Show7,2,15,6936.462606372246,17341.156515930616,20809.38781911674,Test: Latest Season
Show8,1,1,6707.578310438295,16768.945776095738,20122.734931314884,Training: Earlier Complete Seasons
Show8,1,2,5393.313472183987,13483.283680459968,16179.940416551965,Training: Earlier Complete Seasons
Show8,1,3,5685.781164587223,14214.452911468055,17057.34349376167,Training: Earlier Complete Seasons
Show8,1,4,4786.103057280448,11965.25764320112,14358.309171841343,Training: Earlier Complete Seasons
Show8,1,5,3343.212291950032,8358.03072987508,10029.636875850094,Training: Earlier Complete Seasons
Show8,1,6,3761.681468898636,9404.20367224659,11285.044406695906,Training: Earlier Complete Seasons
Show8,1,7,3421.727983795226,8554.319959488066,10265.18395138568,Training: Earlier Complete Seasons
Show8,1,8,3410.589467259705,8526.473668149261,10231.768401779114,Training: Earlier Complete Seasons
Show8,1,9,2516.9141788383995,6292.285447095998,7550.7425365151985,Training: Earlier Complete Seasons
Show8,1,10,2747.841803999599,6869.604509998998,8243.525411998797,Training: Earlier Complete Seasons
Show8,1,11,2843.5948680470365,7108.9871701175925,8530.78460414111,Training: Earlier Complete Seasons
Show8,1,12,3002.1734728030087,7505.43368200752,9006.520418409025,Training: Earlier Complete Seasons
Show8,1,13,4156.463844028992,10391.15961007248,12469.391532086976,Training: Earlier Complete Seasons
Show8,1,14,4605.872811438799,11514.682028596995,13817.618434316397,Training: Earlier Complete Seasons
Show8,1,15,6672.406742095161,16681.0168552379,20017.22022628548,Training: Earlier Complete Seasons
Show8,2,1,19291.57606043273,16076.313383693943,6430.5253534775775,Test: Latest Season
Show8,2,2,18485.930976582906,15404.942480485752,6161.976992194301,Test: Latest Season
Show8,2,3,14247.64833230797,11873.040276923306,4749.216110769323,Test: Latest Season
Show8,2,4,14203.523273519222,11836.26939459935,4734.50775783974,Test: Latest Season
Show8,2,5,8866.181357264682,7388.484464387236,2955.3937857548945,Test: Latest Season
Show8,2,6,8533.663776663268,7111.386480552725,2844.55459222109,Test: Latest Season
Show8,2,7,9589.29329034969,7991.077741958074,3196.4310967832293,Test: Latest Season
Show8,2,8,9345.658904045376,7788.049086704481,3115.2196346817923,Test: Latest Season
Show8,2,9,8329.819389092792,6941.516157577328,2776.606463030931,Test: Latest Season
Show8,2,10,6119.401808540666,5099.501507117222,2039.8006028468888,Test: Latest Season
Show8,2,11,7645.535969518706,6371.279974598922,2548.5119898395683,Test: Latest Season
Show8,2,12,9502.97261730541,7919.143847754509,3167.657539101804,Test: Latest Season
Show8,2,13,15089.96546191677,12574.971218263974,5029.98848730559,Test: Latest Season
Show8,2,14,17993.45267001096,14994.543891675798,5997.817556670319,Test: Latest Season
Show8,2,15,18637.961582412296,15531.634652010249,6212.653860804099,Test: Latest Season
